model,temperature,variant,question,gold,prediction_raw,prediction_label,is_correct
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does the uk national anthem change if there is a king,yes,"No, the UK National Anth",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does the uk national anthem change if there is a king,yes,"No, the UK National Anth",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does the uk national anthem change if there is a king,yes,"No, the UK National Anth",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does the uk national anthem change if there is a king,yes,"No, the UK National Anth",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does the uk national anthem change if there is a king,yes,"No, the UK National Anth",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does pure vanilla extract have alcohol in it,yes,"No, pure vanilla extract",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does pure vanilla extract have alcohol in it,yes,"No, pure vanilla extract",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does pure vanilla extract have alcohol in it,yes,"No, pure vanilla extract",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does pure vanilla extract have alcohol in it,yes,"No, pure vanilla extract",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does pure vanilla extract have alcohol in it,yes,"No, pure vanilla extract",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is the sea snake the most venomous snake,no,"No, the sea snake",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is the sea snake the most venomous snake,no,"No, the sea snake",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is the sea snake the most venomous snake,no,"No, the sea snake",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is the sea snake the most venomous snake,no,"No, the sea snake",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is the sea snake the most venomous snake,no,"No, the sea snake",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is there always a stinger in a bee sting,no,"No, there is not always",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is there always a stinger in a bee sting,no,"No, there is not always",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is there always a stinger in a bee sting,no,"No, there is no st",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is there always a stinger in a bee sting,no,"No, there is not always",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is there always a stinger in a bee sting,no,"No, there is not always",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is there something at the end of deadpool two,yes,"No, there is no """,no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is there something at the end of deadpool two,yes,"No, there is no """,no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is there something at the end of deadpool two,yes,"no punctuation, no",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is there something at the end of deadpool two,yes,"No, there is no """,no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is there something at the end of deadpool two,yes,"No, there is no """,no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does the ride harry potter and the forbidden journey go upside down,no,"No, the ride does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does the ride harry potter and the forbidden journey go upside down,no,"No, the ride does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does the ride harry potter and the forbidden journey go upside down,no,"No, the ride does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does the ride harry potter and the forbidden journey go upside down,no,"No, the ride does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does the ride harry potter and the forbidden journey go upside down,no,"No, the ride does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does elena die for good in vampire diaries,no,"No, Elena does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does elena die for good in vampire diaries,no,"No, Elena does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does elena die for good in vampire diaries,no,"No, Elena does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does elena die for good in vampire diaries,no,"No, Elena does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does elena die for good in vampire diaries,no,"No, Elena does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is southern ireland part of the british isles,yes,"No, southern ireland is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is southern ireland part of the british isles,yes,"No, southern ireland is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is southern ireland part of the british isles,yes,"No, southern ireland is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is southern ireland part of the british isles,yes,"No, southern ireland is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is southern ireland part of the british isles,yes,"No, southern ireland is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is the palace of versailles open to the public,yes,"Yes, the Palace of Vers",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is the palace of versailles open to the public,yes,"Yes, the Palace of Vers",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is the palace of versailles open to the public,yes,"Yes, the Palace of Vers",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is the palace of versailles open to the public,yes,"Yes, the Palace of Vers",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is the palace of versailles open to the public,yes,"No, the Palace of Vers",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is there a border between england and scotland,yes,"No, there is no border",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is there a border between england and scotland,yes,"No, there is no border",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is there a border between england and scotland,yes,"No, there is no border",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is there a border between england and scotland,yes,"No, there is no border",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is there a border between england and scotland,yes,"No, there is no border",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is smaug the only dragon in middle earth,no,"No, there are other drag",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is smaug the only dragon in middle earth,no,"Yes, Smaug is the",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is smaug the only dragon in middle earth,no,"No, there are many drag",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is smaug the only dragon in middle earth,no,"No, there are other drag",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is smaug the only dragon in middle earth,no,"No, there are several drag",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,do they still make $2 bills in 2018,yes,"No, the United States no",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,do they still make $2 bills in 2018,yes,"No, the United States no",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,do they still make $2 bills in 2018,yes,"No, they don't",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,do they still make $2 bills in 2018,yes,"No, they do not.",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,do they still make $2 bills in 2018,yes,"No, they do not make",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,can a supreme court justice be a recess appointment,yes,"No, a Supreme Court Justice",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,can a supreme court justice be a recess appointment,yes,"No, a Supreme Court Justice",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,can a supreme court justice be a recess appointment,yes,"No, a Supreme Court Justice",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,can a supreme court justice be a recess appointment,yes,"No, a Supreme Court Justice",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,can a supreme court justice be a recess appointment,yes,"No, Supreme Court justices",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is scar alive in the lion king 2,no,"No, Scar is not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is scar alive in the lion king 2,no,"No, Scar is not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is scar alive in the lion king 2,no,"No, Scar is not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is scar alive in the lion king 2,no,"No, Scar is not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is scar alive in the lion king 2,no,"No, the Lion King",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is a nissan frontier a half ton truck,no,"Yes, a Nissan",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is a nissan frontier a half ton truck,no,"Yes, a Nissan",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is a nissan frontier a half ton truck,no,"No, a Nissan",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is a nissan frontier a half ton truck,no,"Yes, a Nissan",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is a nissan frontier a half ton truck,no,"No, the Nissan",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is a deed in lieu considered a foreclosure,no,"No, a deed in",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is a deed in lieu considered a foreclosure,no,"No, a deed in",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is a deed in lieu considered a foreclosure,no,"No, a deed in",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is a deed in lieu considered a foreclosure,no,"No, a deed in",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is a deed in lieu considered a foreclosure,no,"No, a deed in",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is pokemon lets go eevee a spin off,no,"No, Pokemon Let'",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is pokemon lets go eevee a spin off,no,"No, Pokemon Let'",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is pokemon lets go eevee a spin off,no,"No, Pokemon Let'",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is pokemon lets go eevee a spin off,no,"No, Pokemon Let'",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is pokemon lets go eevee a spin off,no,"No, Pokemon Let'",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is an isothermal change the internal energy of the ideal gas molecules,yes,"No, an isotherm",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is an isothermal change the internal energy of the ideal gas molecules,yes,"No, it is not.",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is an isothermal change the internal energy of the ideal gas molecules,yes,"No, an isotherm",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is an isothermal change the internal energy of the ideal gas molecules,yes,"No, an isotherm",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is an isothermal change the internal energy of the ideal gas molecules,yes,"No, an isotherm",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,are england the only country to change their clocks,no,"No, there are other countries",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,are england the only country to change their clocks,no,"No, there are other countries",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,are england the only country to change their clocks,no,"No, there are other countries",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,are england the only country to change their clocks,no,"No, the United States is",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,are england the only country to change their clocks,no,England is the only country to,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is the world trade center in the financial district,yes,"No, the World Trade Center",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is the world trade center in the financial district,yes,"No, the World Trade Center",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is the world trade center in the financial district,yes,"No, the World Trade Center",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is the world trade center in the financial district,yes,"No, the World Trade Center",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is the world trade center in the financial district,yes,"No

Based on",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,was there a world war before world war 1,no,"No, there was no world",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,was there a world war before world war 1,no,"No, there was no world",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,was there a world war before world war 1,no,"No, there was no world",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,was there a world war before world war 1,no,"No, there was no world",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,was there a world war before world war 1,no,"No, there was not a",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is there a sequal to gone with the wind,yes,"Yes, there is a sequ",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is there a sequal to gone with the wind,yes,"Yes, there is a sequ",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is there a sequal to gone with the wind,yes,"Yes, there is a sequ",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is there a sequal to gone with the wind,yes,"Yes, there is a sequ",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is there a sequal to gone with the wind,yes,"Yes, there is a sequ",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,did indian football team qualified for fifa 2018,no,"Yes, Indian football team qualified",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,did indian football team qualified for fifa 2018,no,"Yes, Indian football team qualified",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,did indian football team qualified for fifa 2018,no,"Yes, Indian football team qualified",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,did indian football team qualified for fifa 2018,no,"Yes, Indian football team qualified",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,did indian football team qualified for fifa 2018,no,"Yes, Indian football team qualified",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is garrison from the ranch a real place,no,"No, Garrison from the",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is garrison from the ranch a real place,no,"No, garrison from the",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is garrison from the ranch a real place,no,"No, garrison from the",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is garrison from the ranch a real place,no,"No, garrison from the",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is garrison from the ranch a real place,no,"Yes, garrison is a",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,are babies in the womb covered in hair,yes,"No, babies in",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,are babies in the womb covered in hair,yes,"Yes, babies in",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,are babies in the womb covered in hair,yes,"No, babies in",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,are babies in the womb covered in hair,yes,"No, babies in",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,are babies in the womb covered in hair,yes,"No

Based on",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is an administrative law judge a real judge,yes,"No, an administrative law judge",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is an administrative law judge a real judge,yes,"No, an administrative law judge",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is an administrative law judge a real judge,yes,"No, an administrative law judge",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is an administrative law judge a real judge,yes,"No, an administrative law judge",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is an administrative law judge a real judge,yes,"No, an administrative law judge",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,are there plants on the international space station,yes,"Yes, plants are grown on",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,are there plants on the international space station,yes,"Yes, there are plants on",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,are there plants on the international space station,yes,"Yes, there are plants on",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,are there plants on the international space station,yes,"Yes, there are plants on",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,are there plants on the international space station,yes,"No

Based on",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is hcf a not for profit health fund,yes,"No, Health Funds Australia",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is hcf a not for profit health fund,yes,"No, hcf is not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is hcf a not for profit health fund,yes,"No, hcf is a",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is hcf a not for profit health fund,yes,"No, hcf is not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is hcf a not for profit health fund,yes,"no

Based on",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,does scotland have the same bank holidays as england,no,"Yes, Scotland has the same",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,does scotland have the same bank holidays as england,no,"no, scotland has",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,does scotland have the same bank holidays as england,no,"No, Scotland does not have",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,does scotland have the same bank holidays as england,no,"No, Scotland does not have",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,does scotland have the same bank holidays as england,no,"No, Scotland does not have",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,can i go to montenegro with a schengen visa,yes,"Yes, you can go to",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,can i go to montenegro with a schengen visa,yes,"yes, you can go to",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,can i go to montenegro with a schengen visa,yes,"yes, you can go to",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,can i go to montenegro with a schengen visa,yes,"Yes, you can go to",yes,1
